Product_id,customer_id,shipping_id,inventory_id,Quantity,UnitPrice,TotalPrice,PaymentType,Profit,Discount,Tax,TaxAmount,FinalPrice,PaymentStatus,Date
232,232,232,231,9,250.88,2257.92,Credit Card,410.58000000000015,0.14,0.07,158.05,2099.8612000000003,Failed,2022-01-05
233,233,233,232,2,250.88,501.76,Bank Transfer,91.24,0.04,0.07,35.12,516.8096,unknown,2022-01-08
234,234,234,233,9,250.88,2257.92,Debit Card,410.58000000000015,0.2,0.07,158.05,1964.386,Failed,2022-01-09
235,235,235,234,5,250.88,1254.4,Credit Card,228.1000000000001,0.07,0.07,87.81,1254.402,Processed,2022-01-14
236,236,236,235,8,250.88,2007.04,Credit Card,364.96,0.25,0.07,140.49,1645.7699999999998,Pending,2022-01-15
237,237,237,236,7,250.88,1756.16,PayPal,319.3399999999999,0.17,0.07,122.93,1580.5428,Processed,2022-01-15
238,238,238,237,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.17,0.07,122.93,1580.5428,Failed,2022-01-20
239,239,239,238,4,250.88,1003.52,PayPal,182.48,0.27,0.07,70.25,802.8196,Processed,2022-01-20
240,240,240,239,2,250.88,501.76,Debit Card,91.24,0.05,0.07,35.12,511.792,Failed,2022-01-21
241,241,241,240,5,250.88,1254.4,Bank Transfer,228.1000000000001,0.16,0.07,87.81,1141.506,Pending,2022-01-22
242,242,242,241,3,250.88,752.64,Debit Card,136.86,0.11,0.07,52.68,722.5296,Pending,2022-01-23
243,243,243,242,9,250.88,2257.92,PayPal,410.58000000000015,0.29,0.07,158.05,1761.1732000000002,Processed,2022-01-24
244,244,244,243,6,250.88,1505.28,PayPal,273.72,0.24,0.07,105.37,1249.3828,Processed,2022-01-25
245,245,245,244,1,250.88,250.88,Credit Card,45.620000000000005,0.23,0.07,17.56,210.7376,Pending,2022-01-27
246,246,246,245,3,250.88,752.64,Bank Transfer,136.86,0.06,0.07,52.68,760.1615999999999,unknown,2022-01-28
247,247,247,246,4,250.88,1003.52,Bank Transfer,182.48,0.07,0.07,70.25,1003.5236,Processed,2022-01-31
248,248,248,247,9,250.88,2257.92,Credit Card,410.58000000000015,0.01,0.07,158.05,2393.3908,Pending,2022-01-31
249,249,249,248,6,250.88,1505.28,Bank Transfer,273.72,0.19,0.07,105.37,1324.6468,Failed,2022-02-01
250,250,250,249,4,250.88,1003.52,Debit Card,182.48,0.11,0.07,70.25,963.3828,Processed,2022-02-01
251,251,251,250,1,250.88,250.88,Debit Card,45.620000000000005,0.09,0.07,17.56,245.8608,Processed,2022-02-02
252,252,252,251,8,250.88,2007.04,PayPal,364.96,0.19,0.07,140.49,1766.1923999999997,unknown,2022-02-02
253,253,253,252,2,250.88,501.76,Debit Card,91.24,0.25,0.07,35.12,411.44,Failed,2022-02-02
254,254,254,253,8,250.88,2007.04,Bank Transfer,364.96,0.04,0.07,140.49,2067.2484,Failed,2022-02-04
255,255,255,254,6,250.88,1505.28,Credit Card,273.72,0.28,0.07,105.37,1189.1716,Processed,2022-02-05
256,256,256,255,8,250.88,2007.04,PayPal,364.96,0.01,0.07,140.49,2127.4596,Processed,2022-02-05
257,257,257,256,6,250.88,1505.28,Credit Card,273.72,0.03,0.07,105.37,1565.4916,Failed,2022-02-05
258,258,258,257,5,250.88,1254.4,PayPal,228.1000000000001,0.25,0.07,87.81,1028.61,Processed,2022-02-06
259,259,259,258,5,250.88,1254.4,PayPal,228.1000000000001,0.15,0.07,87.81,1154.05,Failed,2022-02-07
260,260,260,259,8,250.88,2007.04,Credit Card,364.96,0.28,0.07,140.49,1585.5587999999998,Processed,2022-02-08
261,261,261,260,7,250.88,1756.16,Debit Card,319.3399999999999,0.14,0.07,122.93,1633.2276,Processed,2022-02-09
262,262,262,261,8,250.88,2007.04,Debit Card,364.96,0.28,0.07,140.49,1585.5587999999998,Pending,2022-02-11
263,263,263,262,8,250.88,2007.04,Debit Card,364.96,0.07,0.07,140.49,2007.0372,Failed,2022-02-12
264,264,264,263,7,250.88,1756.16,Debit Card,319.3399999999999,0.18,0.07,122.93,1562.9812,Failed,2022-02-17
265,265,265,264,2,250.88,501.76,Credit Card,91.24,0.3,0.07,35.12,386.352,Processed,2022-02-22
266,266,266,265,9,250.88,2257.92,Bank Transfer,410.58000000000015,0.11,0.07,158.05,2167.5988,Pending,2022-02-23
267,267,267,266,7,250.88,1756.16,PayPal,319.3399999999999,0.0,0.07,122.93,1879.09,Failed,2022-03-01
268,268,268,267,6,250.88,1505.28,Credit Card,273.72,0.02,0.07,105.37,1580.5444,Processed,2022-03-08
269,269,269,268,9,250.88,2257.92,Debit Card,410.58000000000015,0.26,0.07,158.05,1828.9108,Processed,2022-03-11
270,270,270,269,1,250.88,250.88,Debit Card,45.620000000000005,0.15,0.07,17.56,230.808,Pending,2022-03-11
271,271,271,270,2,250.88,501.76,Credit Card,91.24,0.16,0.07,35.12,456.5984,Failed,2022-03-14
272,272,272,271,1,250.88,250.88,PayPal,45.620000000000005,0.24,0.07,17.56,208.2288,Failed,2022-03-14
273,273,273,272,3,250.88,752.64,Credit Card,136.86,0.24,0.07,52.68,624.6863999999999,Processed,2022-03-18
274,274,274,273,5,250.88,1254.4,Credit Card,228.1000000000001,0.14,0.07,87.81,1166.594,Processed,2022-03-18
275,275,275,274,1,250.88,250.88,Bank Transfer,45.620000000000005,0.26,0.07,17.56,203.2112,unknown,2022-03-20
276,276,276,275,4,250.88,1003.52,Credit Card,182.48,0.14,0.07,70.25,933.2772,Failed,2022-03-21
277,277,277,276,8,250.88,2007.04,Bank Transfer,364.96,0.2,0.07,140.49,1746.1219999999998,unknown,2022-03-21
278,278,278,277,6,250.88,1505.28,PayPal,273.72,0.01,0.07,105.37,1595.5972000000002,Pending,2022-03-23
279,279,279,278,1,250.88,250.88,Credit Card,45.620000000000005,0.04,0.07,17.56,258.4048,Failed,2022-03-25
280,280,280,279,1,250.88,250.88,Credit Card,45.620000000000005,0.26,0.07,17.56,203.2112,Pending,2022-03-26
281,281,281,280,3,250.88,752.64,Debit Card,136.86,0.09,0.07,52.68,737.5823999999999,Failed,2022-03-29
282,282,282,281,8,250.88,2007.04,Credit Card,364.96,0.1,0.07,140.49,1946.826,Pending,2022-03-29
283,283,283,282,8,250.88,2007.04,Debit Card,364.96,0.2,0.07,140.49,1746.1219999999998,Pending,2022-03-29
284,284,284,283,3,250.88,752.64,Debit Card,136.86,0.18,0.07,52.68,669.8448,unknown,2022-03-31
285,285,285,284,7,250.88,1756.16,Debit Card,319.3399999999999,0.02,0.07,122.93,1843.9668,Failed,2022-04-01
286,286,286,285,3,250.88,752.64,PayPal,136.86,0.23,0.07,52.68,632.2127999999999,Processed,2022-04-01
287,287,287,286,4,250.88,1003.52,Bank Transfer,182.48,0.19,0.07,70.25,883.1012,unknown,2022-04-02
288,288,288,287,9,250.88,2257.92,Debit Card,410.58000000000015,0.26,0.07,158.05,1828.9108,Pending,2022-04-02
289,289,289,288,4,250.88,1003.52,Credit Card,182.48,0.16,0.07,70.25,913.2068,unknown,2022-04-05
290,290,290,281,3,250.88,752.64,Credit Card,136.86,0.12,0.07,52.68,715.0031999999999,unknown,2022-04-05
291,291,291,289,5,250.88,1254.4,Debit Card,228.1000000000001,0.11,0.07,87.81,1204.226,Processed,2022-04-06
292,292,292,290,7,250.88,1756.16,Debit Card,319.3399999999999,0.0,0.07,122.93,1879.09,Pending,2022-04-09
293,293,293,291,5,250.88,1254.4,Credit Card,228.1000000000001,0.01,0.07,87.81,1329.666,unknown,2022-04-12
294,294,294,292,4,250.88,1003.52,Debit Card,182.48,0.04,0.07,70.25,1033.6292,Pending,2022-04-13
295,295,295,293,8,250.88,2007.04,Bank Transfer,364.96,0.28,0.07,140.49,1585.5587999999998,Pending,2022-04-15
296,296,296,294,4,250.88,1003.52,Bank Transfer,182.48,0.26,0.07,70.25,812.8548,Pending,2022-04-16
297,297,297,295,2,250.88,501.76,PayPal,91.24,0.15,0.07,35.12,461.616,Pending,2022-04-16
298,298,298,296,6,250.88,1505.28,Debit Card,273.72,0.05,0.07,105.37,1535.3860000000002,Processed,2022-04-18
299,299,299,297,2,250.88,501.76,PayPal,91.24,0.04,0.07,35.12,516.8096,Pending,2022-04-19
300,300,300,298,3,250.88,752.64,PayPal,136.86,0.08,0.07,52.68,745.1088,Pending,2022-04-19
301,301,301,299,1,250.88,250.88,PayPal,45.620000000000005,0.27,0.07,17.56,200.7024,Processed,2022-04-20
302,302,302,300,5,250.88,1254.4,Debit Card,228.1000000000001,0.16,0.07,87.81,1141.506,Processed,2022-04-21
303,303,303,301,9,250.88,2257.92,PayPal,410.58000000000015,0.24,0.07,158.05,1874.0692000000004,Pending,2022-04-21
304,304,304,302,2,250.88,501.76,Bank Transfer,91.24,0.15,0.07,35.12,461.616,unknown,2022-04-22
305,305,305,303,7,250.88,1756.16,PayPal,319.3399999999999,0.18,0.07,122.93,1562.9812,unknown,2022-04-30
306,306,306,304,5,250.88,1254.4,Bank Transfer,228.1000000000001,0.18,0.07,87.81,1116.418,Processed,2022-04-30
307,307,307,305,2,250.88,501.76,Bank Transfer,91.24,0.01,0.07,35.12,531.8624,Processed,2022-05-03
308,308,308,306,8,250.88,2007.04,Debit Card,364.96,0.13,0.07,140.49,1886.6148,Pending,2022-05-03
309,309,309,307,6,250.88,1505.28,PayPal,273.72,0.26,0.07,105.37,1219.2772,Failed,2022-05-04
310,310,310,308,4,250.88,1003.52,Debit Card,182.48,0.15,0.07,70.25,923.242,Failed,2022-05-05
311,311,311,309,4,250.88,1003.52,Bank Transfer,182.48,0.13,0.07,70.25,943.3124,Pending,2022-05-07
312,312,312,310,2,250.88,501.76,Credit Card,91.24,0.16,0.07,35.12,456.5984,Failed,2022-05-08
313,313,313,311,3,250.88,752.64,PayPal,136.86,0.11,0.07,52.68,722.5296,Processed,2022-05-12
314,314,314,312,7,250.88,1756.16,Debit Card,319.3399999999999,0.15,0.07,122.93,1615.666,Failed,2022-05-12
315,315,315,313,3,250.88,752.64,Credit Card,136.86,0.04,0.07,52.68,775.2144,Pending,2022-05-14
316,316,316,314,5,250.88,1254.4,PayPal,228.1000000000001,0.29,0.07,87.81,978.434,Failed,2022-05-15
317,317,317,315,6,250.88,1505.28,PayPal,273.72,0.01,0.07,105.37,1595.5972000000002,Pending,2022-05-17
318,318,318,316,6,250.88,1505.28,Debit Card,273.72,0.14,0.07,105.37,1399.9108,Failed,2022-05-18
319,319,319,317,4,250.88,1003.52,Credit Card,182.48,0.06,0.07,70.25,1013.5588,unknown,2022-05-18
320,320,320,318,6,250.88,1505.28,Debit Card,273.72,0.02,0.07,105.37,1580.5444,Processed,2022-05-19
321,321,321,319,3,250.88,752.64,PayPal,136.86,0.2,0.07,52.68,654.7919999999999,Processed,2022-05-20
322,322,322,320,7,250.88,1756.16,PayPal,319.3399999999999,0.3,0.07,122.93,1352.242,Failed,2022-05-24
323,323,323,321,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.22,0.07,122.93,1492.7348,Failed,2022-05-25
324,324,324,322,4,250.88,1003.52,PayPal,182.48,0.08,0.07,70.25,993.4884,Failed,2022-05-26
325,325,325,323,2,250.88,501.76,PayPal,91.24,0.15,0.07,35.12,461.616,Processed,2022-05-26
326,326,326,324,7,250.88,1756.16,Credit Card,319.3399999999999,0.01,0.07,122.93,1861.5284,unknown,2022-05-26
327,327,327,325,3,250.88,752.64,Credit Card,136.86,0.16,0.07,52.68,684.8975999999999,Failed,2022-05-27
328,328,328,326,1,250.88,250.88,Bank Transfer,45.620000000000005,0.03,0.07,17.56,260.9136,Pending,2022-05-28
329,329,329,327,2,250.88,501.76,Bank Transfer,91.24,0.24,0.07,35.12,416.4576,Processed,2022-05-31
330,330,330,328,9,250.88,2257.92,Bank Transfer,410.58000000000015,0.02,0.07,158.05,2370.8116000000005,Failed,2022-05-31
331,331,331,329,8,250.88,2007.04,Debit Card,364.96,0.0,0.07,140.49,2147.53,Pending,2022-06-02
332,332,332,330,6,250.88,1505.28,Debit Card,273.72,0.26,0.07,105.37,1219.2772,Pending,2022-06-02
333,333,333,331,6,250.88,1505.28,Bank Transfer,273.72,0.28,0.07,105.37,1189.1716,Pending,2022-06-05
334,334,334,332,1,250.88,250.88,Debit Card,45.620000000000005,0.03,0.07,17.56,260.9136,Processed,2022-06-06
335,335,335,333,2,250.88,501.76,PayPal,91.24,0.08,0.07,35.12,496.7392,Pending,2022-06-08
336,336,336,334,4,250.88,1003.52,Bank Transfer,182.48,0.22,0.07,70.25,852.9956,Processed,2022-06-09
337,337,337,335,3,250.88,752.64,Bank Transfer,136.86,0.16,0.07,52.68,684.8975999999999,Pending,2022-06-09
338,338,338,336,1,250.88,250.88,Debit Card,45.620000000000005,0.28,0.07,17.56,198.1936,Failed,2022-06-10
339,339,339,337,8,250.88,2007.04,Credit Card,364.96,0.12,0.07,140.49,1906.6852,Processed,2022-06-10
340,340,340,338,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.0,0.07,122.93,1879.09,Processed,2022-06-16
341,341,341,339,4,250.88,1003.52,Debit Card,182.48,0.01,0.07,70.25,1063.7348,Failed,2022-06-18
342,342,342,340,9,250.88,2257.92,Debit Card,410.58000000000015,0.17,0.07,158.05,2032.1236000000004,Pending,2022-06-21
343,343,343,341,4,250.88,1003.52,Credit Card,182.48,0.23,0.07,70.25,842.9603999999999,Processed,2022-06-22
344,344,344,342,1,250.88,250.88,Bank Transfer,45.620000000000005,0.24,0.07,17.56,208.2288,Processed,2022-06-24
345,345,345,343,1,250.88,250.88,Credit Card,45.620000000000005,0.27,0.07,17.56,200.7024,Processed,2022-06-25
346,346,346,344,1,250.88,250.88,PayPal,45.620000000000005,0.07,0.07,17.56,250.8784,Processed,2022-06-26
347,347,347,345,1,250.88,250.88,Credit Card,45.620000000000005,0.22,0.07,17.56,213.2464,Processed,2022-06-27
348,348,348,346,4,250.88,1003.52,Credit Card,182.48,0.25,0.07,70.25,822.89,Failed,2022-06-30
349,349,349,347,1,250.88,250.88,Debit Card,45.620000000000005,0.25,0.07,17.56,205.72,Processed,2022-06-30
350,350,350,348,2,250.88,501.76,Credit Card,91.24,0.12,0.07,35.12,476.6688,Processed,2022-07-01
351,351,351,349,4,250.88,1003.52,PayPal,182.48,0.19,0.07,70.25,883.1012,Failed,2022-07-02
352,352,352,350,7,250.88,1756.16,Debit Card,319.3399999999999,0.17,0.07,122.93,1580.5428,unknown,2022-07-05
353,353,353,351,2,250.88,501.76,PayPal,91.24,0.18,0.07,35.12,446.5632,Processed,2022-07-05
354,354,354,352,8,250.88,2007.04,Credit Card,364.96,0.08,0.07,140.49,1986.9668,Failed,2022-07-11
355,355,355,353,7,250.88,1756.16,PayPal,319.3399999999999,0.2,0.07,122.93,1527.858,Failed,2022-07-13
356,356,356,354,9,250.88,2257.92,PayPal,410.58000000000015,0.21,0.07,158.05,1941.8068000000003,Pending,2022-07-14
357,357,357,355,6,250.88,1505.28,Credit Card,273.72,0.06,0.07,105.37,1520.3332,Processed,2022-07-17
358,358,358,356,4,250.88,1003.52,Credit Card,182.48,0.13,0.07,70.25,943.3124,Processed,2022-07-17
359,359,359,357,6,250.88,1505.28,Debit Card,273.72,0.13,0.07,105.37,1414.9636,unknown,2022-07-18
360,360,360,358,4,250.88,1003.52,Debit Card,182.48,0.22,0.07,70.25,852.9956,Failed,2022-07-18
361,361,361,359,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.2,0.07,122.93,1527.858,Failed,2022-07-19
362,362,362,360,9,250.88,2257.92,Debit Card,410.58000000000015,0.14,0.07,158.05,2099.8612000000003,Failed,2022-07-20
363,363,363,361,3,250.88,752.64,Credit Card,136.86,0.2,0.07,52.68,654.7919999999999,Pending,2022-07-20
364,364,364,362,3,250.88,752.64,PayPal,136.86,0.08,0.07,52.68,745.1088,Pending,2022-07-23
365,365,365,363,2,250.88,501.76,PayPal,91.24,0.07,0.07,35.12,501.7568,Failed,2022-07-24
366,366,366,364,1,250.88,250.88,Debit Card,45.620000000000005,0.07,0.07,17.56,250.8784,Processed,2022-07-24
367,367,367,365,1,250.88,250.88,Debit Card,45.620000000000005,0.01,0.07,17.56,265.9312,Processed,2022-07-28
368,368,368,366,3,250.88,752.64,Credit Card,136.86,0.21,0.07,52.68,647.2656,Failed,2022-07-29
369,369,369,367,7,250.88,1756.16,PayPal,319.3399999999999,0.3,0.07,122.93,1352.242,Processed,2022-08-01
370,370,370,368,9,250.88,2257.92,Bank Transfer,410.58000000000015,0.09,0.07,158.05,2212.7572000000005,Failed,2022-08-01
371,371,371,369,2,250.88,501.76,Bank Transfer,91.24,0.28,0.07,35.12,396.3872,Failed,2022-08-04
372,372,372,370,7,250.88,1756.16,Debit Card,319.3399999999999,0.18,0.07,122.93,1562.9812,Processed,2022-08-10
373,373,373,371,1,250.88,250.88,Bank Transfer,45.620000000000005,0.07,0.07,17.56,250.8784,Processed,2022-08-11
374,374,374,372,2,250.88,501.76,Credit Card,91.24,0.0,0.07,35.12,536.88,Pending,2022-08-16
375,375,375,373,6,250.88,1505.28,Bank Transfer,273.72,0.22,0.07,105.37,1279.4884000000002,unknown,2022-08-18
376,376,376,374,5,250.88,1254.4,Debit Card,228.1000000000001,0.21,0.07,87.81,1078.786,Processed,2022-08-19
377,377,377,375,8,250.88,2007.04,Credit Card,364.96,0.07,0.07,140.49,2007.0372,Processed,2022-08-24
378,378,378,376,2,250.88,501.76,PayPal,91.24,0.1,0.07,35.12,486.704,Processed,2022-08-27
379,379,379,377,1,250.88,250.88,Credit Card,45.620000000000005,0.27,0.07,17.56,200.7024,Failed,2022-08-28
380,380,380,378,7,250.88,1756.16,Debit Card,319.3399999999999,0.05,0.07,122.93,1791.282,Processed,2022-08-30
381,381,381,379,6,250.88,1505.28,Debit Card,273.72,0.25,0.07,105.37,1234.3300000000002,Failed,2022-09-01
382,382,382,380,8,250.88,2007.04,Bank Transfer,364.96,0.05,0.07,140.49,2047.178,Failed,2022-09-05
383,383,383,381,8,250.88,2007.04,Bank Transfer,364.96,0.14,0.07,140.49,1866.5444,Pending,2022-09-05
384,384,384,382,2,250.88,501.76,PayPal,91.24,0.15,0.07,35.12,461.616,Failed,2022-09-05
385,385,385,383,8,250.88,2007.04,PayPal,364.96,0.14,0.07,140.49,1866.5444,Processed,2022-09-09
386,386,386,384,6,250.88,1505.28,Debit Card,273.72,0.09,0.07,105.37,1475.1748,Pending,2022-09-15
387,387,387,385,9,250.88,2257.92,Debit Card,410.58000000000015,0.08,0.07,158.05,2235.3364,Pending,2022-09-16
388,388,388,386,7,250.88,1756.16,Debit Card,319.3399999999999,0.22,0.07,122.93,1492.7348,Pending,2022-09-16
389,389,389,387,2,250.88,501.76,PayPal,91.24,0.08,0.07,35.12,496.7392,Failed,2022-09-16
390,390,390,388,8,250.88,2007.04,Debit Card,364.96,0.18,0.07,140.49,1786.2627999999995,unknown,2022-09-17
391,391,391,389,9,250.88,2257.92,PayPal,410.58000000000015,0.25,0.07,158.05,1851.49,Failed,2022-09-18
392,392,392,390,7,250.88,1756.16,Debit Card,319.3399999999999,0.25,0.07,122.93,1440.05,Pending,2022-09-20
393,393,393,391,4,250.88,1003.52,Credit Card,182.48,0.05,0.07,70.25,1023.594,Failed,2022-09-20
394,394,394,392,9,250.88,2257.92,Credit Card,410.58000000000015,0.2,0.07,158.05,1964.386,Failed,2022-09-25
395,395,395,393,4,250.88,1003.52,Debit Card,182.48,0.18,0.07,70.25,893.1364,Pending,2022-09-26
396,396,396,394,4,250.88,1003.52,Credit Card,182.48,0.08,0.07,70.25,993.4884,Pending,2022-09-26
397,397,397,395,9,250.88,2257.92,PayPal,410.58000000000015,0.12,0.07,158.05,2145.0196,Processed,2022-09-26
398,398,398,396,8,250.88,2007.04,Bank Transfer,364.96,0.09,0.07,140.49,1966.8964,Pending,2022-09-26
399,399,399,397,4,250.88,1003.52,Credit Card,182.48,0.16,0.07,70.25,913.2068,Pending,2022-09-28
400,400,400,398,8,250.88,2007.04,Bank Transfer,364.96,0.24,0.07,140.49,1665.8403999999998,Pending,2022-10-01
401,401,401,399,8,250.88,2007.04,Credit Card,364.96,0.26,0.07,140.49,1625.6995999999997,Processed,2022-10-02
402,402,402,400,7,250.88,1756.16,PayPal,319.3399999999999,0.22,0.07,122.93,1492.7348,Processed,2022-10-03
403,403,403,401,6,250.88,1505.28,Credit Card,273.72,0.15,0.07,105.37,1384.8580000000002,Processed,2022-10-04
404,404,404,402,8,250.88,2007.04,Credit Card,364.96,0.29,0.07,140.49,1565.4883999999995,Pending,2022-10-05
405,405,405,403,7,250.88,1756.16,Debit Card,319.3399999999999,0.17,0.07,122.93,1580.5428,Processed,2022-10-07
406,406,406,404,5,250.88,1254.4,Bank Transfer,228.1000000000001,0.14,0.07,87.81,1166.594,Pending,2022-10-08
407,407,407,405,4,250.88,1003.52,Bank Transfer,182.48,0.26,0.07,70.25,812.8548,Failed,2022-10-08
408,408,408,406,2,250.88,501.76,PayPal,91.24,0.06,0.07,35.12,506.7744,Processed,2022-10-09
409,409,409,407,8,250.88,2007.04,PayPal,364.96,0.05,0.07,140.49,2047.178,Failed,2022-10-10
410,410,410,408,9,250.88,2257.92,Bank Transfer,410.58000000000015,0.23,0.07,158.05,1896.6484000000005,Pending,2022-10-11
411,411,411,409,4,250.88,1003.52,Debit Card,182.48,0.26,0.07,70.25,812.8548,Failed,2022-10-15
412,412,412,410,4,250.88,1003.52,Debit Card,182.48,0.02,0.07,70.25,1053.6996,Processed,2022-10-16
413,413,413,411,5,250.88,1254.4,Bank Transfer,228.1000000000001,0.23,0.07,87.81,1053.698,Processed,2022-10-16
414,414,414,412,2,250.88,501.76,Credit Card,91.24,0.13,0.07,35.12,471.6512,Pending,2022-10-18
415,415,415,413,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.21,0.07,122.93,1510.2964,unknown,2022-10-18
416,416,416,414,5,250.88,1254.4,Credit Card,228.1000000000001,0.04,0.07,87.81,1292.034,Failed,2022-10-19
417,417,417,415,6,250.88,1505.28,Bank Transfer,273.72,0.29,0.07,105.37,1174.1188000000002,Failed,2022-10-20
418,418,418,416,4,250.88,1003.52,Credit Card,182.48,0.26,0.07,70.25,812.8548,Processed,2022-10-21
419,419,419,417,8,250.88,2007.04,Debit Card,364.96,0.12,0.07,140.49,1906.6852,Processed,2022-10-22
420,420,420,418,8,250.88,2007.04,Bank Transfer,364.96,0.27,0.07,140.49,1605.6292,Pending,2022-10-24
421,421,421,419,5,250.88,1254.4,PayPal,228.1000000000001,0.27,0.07,87.81,1003.522,Failed,2022-10-25
422,422,422,420,6,250.88,1505.28,Credit Card,273.72,0.14,0.07,105.37,1399.9108,Processed,2022-10-26
423,423,423,421,3,250.88,752.64,Debit Card,136.86,0.28,0.07,52.68,594.5808,Failed,2022-10-28
424,424,424,422,1,250.88,250.88,PayPal,45.620000000000005,0.29,0.07,17.56,195.6848,Pending,2022-10-29
425,425,425,423,9,250.88,2257.92,Debit Card,410.58000000000015,0.07,0.07,158.05,2257.9156000000003,Failed,2022-10-30
426,426,426,424,9,250.88,2257.92,Credit Card,410.58000000000015,0.02,0.07,158.05,2370.8116000000005,Pending,2022-11-03
427,427,427,425,3,250.88,752.64,Bank Transfer,136.86,0.1,0.07,52.68,730.0559999999999,Failed,2022-11-03
428,428,428,426,4,250.88,1003.52,Debit Card,182.48,0.15,0.07,70.25,923.242,Pending,2022-11-05
429,429,429,427,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.03,0.07,122.93,1826.4052,Processed,2022-11-07
430,430,430,428,2,250.88,501.76,Bank Transfer,91.24,0.04,0.07,35.12,516.8096,Processed,2022-11-07
431,431,431,429,3,250.88,752.64,Debit Card,136.86,0.29,0.07,52.68,587.0544,Pending,2022-11-08
432,432,432,430,6,250.88,1505.28,Debit Card,273.72,0.22,0.07,105.37,1279.4884000000002,Failed,2022-11-13
433,433,433,431,8,250.88,2007.04,Debit Card,364.96,0.26,0.07,140.49,1625.6995999999997,Failed,2022-11-13
434,434,434,432,1,250.88,250.88,Bank Transfer,45.620000000000005,0.29,0.07,17.56,195.6848,Failed,2022-11-13
435,435,435,433,4,250.88,1003.52,PayPal,182.48,0.11,0.07,70.25,963.3828,Processed,2022-11-15
436,436,436,434,1,250.88,250.88,Credit Card,45.620000000000005,0.21,0.07,17.56,215.7552,Processed,2022-11-15
437,437,437,435,2,250.88,501.76,PayPal,91.24,0.06,0.07,35.12,506.7744,Failed,2022-11-16
438,438,438,436,8,250.88,2007.04,Bank Transfer,364.96,0.17,0.07,140.49,1806.3332,Processed,2022-11-16
439,439,439,437,6,250.88,1505.28,Debit Card,273.72,0.06,0.07,105.37,1520.3332,Processed,2022-11-16
440,440,440,438,9,250.88,2257.92,Debit Card,410.58000000000015,0.05,0.07,158.05,2303.074,Processed,2022-11-17
441,441,441,439,2,250.88,501.76,Credit Card,91.24,0.03,0.07,35.12,521.8272,Pending,2022-11-18
442,442,442,440,3,250.88,752.64,Credit Card,136.86,0.17,0.07,52.68,677.3711999999999,Pending,2022-11-19
443,443,443,441,9,250.88,2257.92,PayPal,410.58000000000015,0.28,0.07,158.05,1783.7524000000003,Processed,2022-11-20
444,444,444,442,9,250.88,2257.92,PayPal,410.58000000000015,0.04,0.07,158.05,2325.6532,Processed,2022-11-21
445,445,445,443,6,250.88,1505.28,Credit Card,273.72,0.15,0.07,105.37,1384.8580000000002,Processed,2022-11-21
446,446,446,444,3,250.88,752.64,Bank Transfer,136.86,0.21,0.07,52.68,647.2656,Failed,2022-11-22
447,447,447,445,5,250.88,1254.4,PayPal,228.1000000000001,0.15,0.07,87.81,1154.05,Pending,2022-11-23
448,448,448,446,2,250.88,501.76,Debit Card,91.24,0.27,0.07,35.12,401.4048,Failed,2022-11-28
449,449,449,447,7,250.88,1756.16,Debit Card,319.3399999999999,0.05,0.07,122.93,1791.282,Processed,2022-11-29
450,450,450,448,8,250.88,2007.04,Bank Transfer,364.96,0.01,0.07,140.49,2127.4596,Processed,2022-11-30
451,451,451,449,6,250.88,1505.28,Credit Card,273.72,0.11,0.07,105.37,1445.0692,Failed,2022-11-30
452,452,452,450,8,250.88,2007.04,PayPal,364.96,0.17,0.07,140.49,1806.3332,Processed,2022-11-30
453,453,453,451,2,250.88,501.76,Debit Card,91.24,0.08,0.07,35.12,496.7392,Pending,2022-12-01
454,454,454,452,3,250.88,752.64,Credit Card,136.86,0.05,0.07,52.68,767.688,Pending,2022-12-01
455,455,455,453,7,250.88,1756.16,PayPal,319.3399999999999,0.24,0.07,122.93,1457.6116,Processed,2022-12-04
456,456,456,454,1,250.88,250.88,Bank Transfer,45.620000000000005,0.06,0.07,17.56,253.3872,Pending,2022-12-05
457,457,457,455,7,250.88,1756.16,Debit Card,319.3399999999999,0.13,0.07,122.93,1650.7892,Processed,2022-12-10
458,458,458,456,6,250.88,1505.28,Bank Transfer,273.72,0.29,0.07,105.37,1174.1188000000002,Processed,2022-12-10
459,459,459,457,8,250.88,2007.04,Bank Transfer,364.96,0.18,0.07,140.49,1786.2627999999995,Processed,2022-12-11
460,460,460,458,7,250.88,1756.16,Bank Transfer,319.3399999999999,0.15,0.07,122.93,1615.666,unknown,2022-12-15
461,461,461,459,4,250.88,1003.52,PayPal,182.48,0.11,0.07,70.25,963.3828,Failed,2022-12-15
462,462,462,460,3,250.88,752.64,Bank Transfer,136.86,0.16,0.07,52.68,684.8975999999999,Pending,2022-12-15
463,463,463,461,3,250.88,752.64,PayPal,136.86,0.22,0.07,52.68,639.7392,Pending,2022-12-16
464,464,464,462,4,250.88,1003.52,PayPal,182.48,0.25,0.07,70.25,822.89,Failed,2022-12-18
465,465,465,463,9,250.88,2257.92,Bank Transfer,410.58000000000015,0.19,0.07,158.05,1986.9652,unknown,2022-12-19
